"STATUS";"Order";"Art No";"Description";"Rcv";"Rcv Type";"RcvCty";"SL";"Act Order";"Plan Date";"TotOrd";"TotBal";"TotDsp";"TotBook";"Orig Date";"L";"T";"Rcvd Date";"Tot Csm Qty";"Order2";"Transit";"EndRcv";"EndRcvType";"EndRcvCty";"ITMOrdPlan";"LatestStockAvailDate";"StockAvailDate";"VmrOrdRefNo";"DelInd";"OrdSrc"
New;7500000171;50403669;;390;DT;GB;9;N;05-Sep-2025;6;6;0;0;05-Sep-2025;1;ZNB;09-Dec-2025;0;;N;390;DT;GB;N;;;;;BTPx
New;7500000173;50403669;;390;DT;GB;9;N;10-Dec-2025;18;18;0;0;10-Dec-2025;1;ZNB;09-Dec-2025;0;;N;390;DT;GB;N;;;;;BTPx
New;7500000175;50403669;;390;DT;GB;9;N;10-Dec-2025;24;24;0;0;10-Dec-2025;1;ZNB;10-Dec-2025;0;;N;390;DT;GB;N;;;;;BTPx
New;7500000258;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;9;N;13-Jan-2026;48;48;0;0;13-Jan-2026;2;ZNB;12-Feb-2026;0;;N;004;STO;CA;N;;;;S;01
New;7600000134;20347547;;404;STO;NL;9;N;25-Nov-2025;12;12;0;0;25-Nov-2025;1;ZNB;09-Feb-2026;0;;N;404;STO;NL;N;;;;S;ISOM
New;7600000134;60347550;;404;STO;NL;9;N;28-Jul-2025;12;12;0;0;28-Jul-2025;1;ZNB;09-Feb-2026;0;;N;404;STO;NL;N;;;;S;ISOM
New;7600000142;20347547;;404;STO;NL;9;N;25-Nov-2025;12;12;0;0;25-Nov-2025;1;ZVMR;11-Feb-2026;0;;N;404;STO;NL;;;;;;
New;7600000142;60347550;;404;STO;NL;9;N;28-Jul-2025;12;12;0;0;28-Jul-2025;1;ZVMR;11-Feb-2026;0;;N;404;STO;NL;;;;;;
New;7600000161;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;9;N;13-Jan-2026;48;48;0;0;13-Jan-2026;2;ZNB;12-Feb-2026;0;;N;004;STO;CA;N;;;;S;01
New;7600000162;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;9;N;13-Jan-2026;24;24;0;0;13-Jan-2026;1;ZNB;12-Feb-2026;0;;N;004;STO;CA;N;;;;S;01
New;7600000165;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;9;N;13-Jan-2026;24;24;0;0;13-Jan-2026;1;ZNB;12-Feb-2026;0;;N;004;STO;CA;N;;;;S;01
New;7600000284;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;13-Jan-2026;24;24;0;0;13-Jan-2026;1;ZNB;19-Feb-2026;0;;N;004;STO;CA;N;;;;S;01
New;7600000285;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;13-Jan-2026;4;4;0;0;13-Jan-2026;1;ZNB;19-Feb-2026;0;;N;004;STO;CA;N;;;;S;01
New;7600000288;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;13-Jan-2026;48;48;0;0;13-Jan-2026;2;ZNB;19-Feb-2026;0;;N;004;STO;CA;N;;;;S;01
New;7600000297;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;13-Jan-2026;24;24;0;0;13-Jan-2026;1;ZNB;23-Feb-2026;0;;N;004;STO;CA;N;;;;S;01
New;7600000298;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;13-Jan-2026;48;48;0;0;13-Jan-2026;2;ZNB;23-Feb-2026;0;;N;004;STO;CA;N;;;;S;01
New;7600000304;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;12-Mar-2026;24;24;0;0;12-Mar-2026;1;ZNB;12-Mar-2026;0;;N;004;STO;CA;N;;;;;01
New;7600000313;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;12-Mar-2026;48;48;0;0;12-Mar-2026;2;ZNB;12-Mar-2026;0;;N;004;STO;CA;N;;;;;01
Pending;01591145311;60452659;FICUS pttd plnt w pot 14 bonsai/asst col CA;004;STO;CA;3;N;30-Mar-2026;12;0;0;12;24-Mar-2025;2;E;;12;;N;004;STO;CA;N;;;;;
Pending;2300000002;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;22-Jul-2025;4;4;0;0;22-Jul-2025;1;ZVMR;23-Jul-2025;0;;N;004;STO;CA;N;;;232310000202;;DSP
Pending;2300000002;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;23-Jul-2025;0;0;0;0;23-Jul-2025;1;ZVMR;23-Jul-2025;0;;N;004;STO;CA;N;;;232310000202;;DSP
Pending;2300000003;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;22-Jul-2025;0;0;0;0;22-Jul-2025;1;ZVMR;23-Jul-2025;0;;N;004;STO;CA;N;;;232310000202;;DSP
Pending;2300000003;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;23-Jul-2025;0;0;0;0;23-Jul-2025;1;ZVMR;23-Jul-2025;0;;N;004;STO;CA;N;;;232310000202;;DSP
Pending;2300000005;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;22-Jul-2025;0;0;0;0;22-Jul-2025;1;ZNB;23-Jul-2025;0;;N;004;STO;CA;N;;;;;DSP
Pending;2300000005;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;23-Jul-2025;0;0;0;0;23-Jul-2025;1;ZNB;23-Jul-2025;0;;N;004;STO;CA;N;;;;;DSP
Pending;2300000006;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;23-Jul-2025;0;0;0;0;23-Jul-2025;1;ZNB;23-Jul-2025;0;;N;004;STO;CA;N;;;;;DSP
Pending;2300000011;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;27-Mar-2026;22;10;0;12;23-Jul-2025;2;ZVMR;23-Jul-2025;12;;N;004;STO;CA;N;;;232310000204;;DSP
Pending;2300000013;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;012;STO;SE;9;N;23-Jul-2025;0;0;0;0;23-Jul-2025;1;ZVMR;23-Jul-2025;0;;Y;004;STO;CA;N;;;232310000205;;DSP
Pending;2300000265;10299820;;025;DT;MY;9;N;08-Aug-2025;0;0;0;0;08-Aug-2025;2;ZNB;11-Aug-2025;0;;N;025;DT;MY;N;;;133440000300;;DSP
Pending;7200000079;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;2;N;23-Jul-2025;8;0;0;8;07-Jul-2025;2;ZVMR;08-Jul-2025;8;;N;004;STO;CA;N;;;232310000095;;DSP
Pending;7200000216;50597238;;002;DT;AE;9;N;17-Jul-2025;12;12;0;0;20-Jun-2025;1;ZVMR;17-Jul-2025;0;;N;002;DT;AE;N;;;;;DSP
Pending;7200000218;50597238;;002;DT;AE;9;N;27-Jul-2025;12;12;0;0;20-Jun-2025;1;ZVMR;17-Jul-2025;0;;N;002;DT;AE;N;;;;;DSP
Pending;7200000667;10299820;;025;DT;MY;9;N;18-Jul-2025;0;0;0;0;18-Jul-2025;1;ZVMR;18-Jul-2025;0;;N;025;DT;MY;N;;;;;DSP
Pending;7200000822;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;25-Jul-2025;0;0;0;0;25-Jul-2025;1;ZVMR;25-Jul-2025;0;;Y;039;STO;CA;N;;;232310000212;;DSP
Pending;7200000904;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;31-Jul-2025;12;2;0;10;31-Jul-2025;2;ZNB;31-Jul-2025;10;;Y;004;DT;;N;;; ;;DSP
Pending;7500000130;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;404;STO;NL;9;N;28-Jul-2025;0;0;0;0;28-Jul-2025;1;ZNB;26-Nov-2025;0;;N;404;STO;NL;N;;;;;ISOM
Pending;7500000130;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;404;STO;NL;9;N;25-Nov-2025;0;0;0;0;25-Nov-2025;1;ZNB;26-Nov-2025;0;;N;404;STO;NL;N;;;;;ISOM
Pending;7500000132;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;25-Nov-2025;0;0;0;0;25-Nov-2025;1;ZNB;26-Nov-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000134;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;26-Nov-2025;0;0;0;0;26-Nov-2025;1;ZNB;26-Nov-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000136;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;27-Nov-2025;0;0;0;0;27-Nov-2025;2;ZNB;27-Nov-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000137;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;27-Nov-2025;0;0;0;0;27-Nov-2025;1;ZNB;27-Nov-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000138;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;27-Nov-2025;0;0;0;0;27-Nov-2025;1;ZNB;27-Nov-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000140;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;27-Nov-2025;0;0;0;0;27-Nov-2025;2;ZNB;27-Nov-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000142;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;28-Nov-2025;12;12;0;0;27-Nov-2025;2;ZNB;28-Nov-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000144;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;01-Dec-2025;0;0;0;0;01-Dec-2025;1;ZNB;01-Dec-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000145;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;24-May-2026;12;12;0;0;01-Dec-2025;1;ZNB;01-Dec-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000147;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;24-May-2026;12;12;0;0;01-Dec-2025;1;ZNB;01-Dec-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000147;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;01-Dec-2025;0;0;0;0;01-Dec-2025;1;ZNB;01-Dec-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000148;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;24-May-2026;12;12;0;0;01-Dec-2025;1;ZNB;01-Dec-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000150;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;01-Dec-2025;0;0;0;0;01-Dec-2025;1;ZNB;01-Dec-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000152;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;03-Dec-2025;0;0;0;0;03-Dec-2025;1;ZNB;03-Dec-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000153;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;03-Dec-2025;0;0;0;0;03-Dec-2025;1;ZNB;03-Dec-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000154;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;03-Dec-2025;0;0;0;0;03-Dec-2025;1;ZNB;03-Dec-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000155;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;03-Dec-2025;0;0;0;0;03-Dec-2025;1;ZNB;03-Dec-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000156;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;04-Dec-2025;0;0;0;0;04-Dec-2025;1;ZNB;04-Dec-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000157;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;24-May-2026;12;12;0;0;04-Dec-2025;1;ZNB;04-Dec-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000159;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;04-Dec-2025;6;6;0;0;04-Dec-2025;1;ZNB;04-Dec-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000159;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;04-Dec-2025;6;6;0;0;04-Dec-2025;1;ZNB;04-Dec-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000160;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;04-Dec-2025;6;6;0;0;04-Dec-2025;1;ZNB;04-Dec-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000161;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;01-Dec-2025;0;0;0;0;01-Dec-2025;1;ZNB;04-Dec-2025;0;;N;002;DT;AE;N;;;;;ISOM
Pending;7500000206;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;08-Jan-2026;0;0;0;0;08-Jan-2026;2;ZNB;13-Jan-2026;0;;N;002;DT;AE;N;;;;;01
Pending;7500000210;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;08-Jan-2026;12;12;0;0;08-Jan-2026;2;ZNB;13-Jan-2026;0;;N;002;DT;AE;N;;;;;04
Pending;7500000213;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;30-Mar-2026;12;12;0;0;08-Jan-2026;2;ZNB;13-Jan-2026;0;;N;002;DT;AE;N;;;;;01
Pending;7500000232;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;28-Apr-2026;0;0;0;0;28-Apr-2026;2;ZNB;29-Apr-2026;0;;N;002;DT;AE;N;;;;;01
Pending;7500000254;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;9;N;13-Jan-2026;0;0;0;0;13-Jan-2026;1;ZVMR;12-Feb-2026;0;;N;004;STO;CA;N;;;11120789504;S;01
Pending;7600000133;60347550;;404;STO;NL;9;N;28-Jul-2025;0;0;0;0;28-Jul-2025;1;ZNB;09-Feb-2026;0;;N;404;STO;NL;N;;;;;ISOM
Pending;7600000140;20347547;;404;STO;NL;9;N;25-Nov-2025;0;0;0;0;25-Nov-2025;1;ZVMR;11-Feb-2026;0;;N;404;STO;NL;;;;;;
Pending;7600000140;60347550;;404;STO;NL;9;N;28-Jul-2025;0;0;0;0;28-Jul-2025;1;ZVMR;11-Feb-2026;0;;N;404;STO;NL;;;;;;
Pending;7600000141;20347547;;404;STO;NL;9;N;25-Nov-2025;0;0;0;0;25-Nov-2025;1;ZVMR;11-Feb-2026;0;;N;404;STO;NL;;;;;;
Pending;7600000141;60347550;;404;STO;NL;9;N;20-May-2026;12;12;0;0;28-Jul-2025;1;ZVMR;11-Feb-2026;0;;N;404;STO;NL;;;;;;
Pending;7600000143;20347547;;404;STO;NL;9;N;22-May-2026;12;12;0;0;25-Nov-2025;1;ZVMR;11-Feb-2026;0;;N;404;STO;NL;;;;;;
Pending;7600000143;60347550;;404;STO;NL;9;N;27-May-2026;12;12;0;0;28-Jul-2025;1;ZVMR;11-Feb-2026;0;;N;404;STO;NL;;;;;;
Pending;7600000144;20347547;;404;STO;NL;9;N;25-Nov-2025;0;0;0;0;25-Nov-2025;1;ZNB;11-Feb-2026;0;;N;404;STO;NL;;;;;;
Pending;7600000144;60347550;;404;STO;NL;9;N;28-Jul-2025;0;0;0;0;28-Jul-2025;1;ZNB;11-Feb-2026;0;;N;404;STO;NL;;;;;;
Pending;7600000145;20347547;;404;STO;NL;9;N;25-Nov-2025;0;0;0;0;25-Nov-2025;1;ZNB;11-Feb-2026;0;;N;404;STO;NL;;;;;;
Pending;7600000145;60347550;;404;STO;NL;9;N;28-Jul-2025;0;0;0;0;28-Jul-2025;1;ZNB;11-Feb-2026;0;;N;404;STO;NL;;;;;;
Pending;7600000146;20347547;;404;STO;NL;9;N;25-Nov-2025;0;0;0;0;25-Nov-2025;1;ZNB;11-Feb-2026;0;;N;404;STO;NL;;;;;;
Pending;7600000146;60347550;;404;STO;NL;9;N;28-Jul-2025;0;0;0;0;28-Jul-2025;1;ZNB;11-Feb-2026;0;;N;404;STO;NL;;;;;;
Pending;7600000147;20347547;;404;STO;NL;9;N;25-Nov-2025;0;0;0;0;25-Nov-2025;1;ZNB;11-Feb-2026;0;;N;404;STO;NL;;;;;;
Pending;7600000147;60347550;;404;STO;NL;9;N;28-Jul-2025;0;0;0;0;28-Jul-2025;1;ZNB;11-Feb-2026;0;;N;404;STO;NL;;;;;;
Pending;7600000162;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;9;N;13-Jan-2026;0;0;0;0;13-Jan-2026;1;ZNB;12-Feb-2026;0;;N;004;STO;CA;N;;;;;01
Pending;7600000164;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;9;N;30-Mar-2026;24;24;0;0;13-Jan-2026;1;ZNB;12-Feb-2026;0;;N;004;STO;CA;N;;;;;01
Pending;7600000166;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;9;N;30-Mar-2026;48;48;0;0;13-Jan-2026;2;ZNB;12-Feb-2026;0;;N;004;STO;CA;N;;;;;01
Pending;7600000271;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;19-Feb-2026;24;24;0;0;13-Jan-2026;1;ZVMR;17-Feb-2026;0;;N;004;STO;CA;N;;;11120789511;S;01
Pending;7600000273;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;13-Jan-2026;0;0;0;0;13-Jan-2026;2;ZNB;17-Feb-2026;0;;N;004;STO;CA;N;;;;;01
Pending;7600000284;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;13-Jan-2026;0;0;0;0;13-Jan-2026;1;ZNB;19-Feb-2026;0;;N;004;STO;CA;N;;;;;01
Pending;7600000304;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;12-Feb-2026;0;0;0;0;12-Feb-2026;1;ZNB;12-Mar-2026;0;;N;004;STO;CA;N;;;;;01
Conf;01500377581;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;287;STO;AT;4;N;28-Oct-2025;70;66;0;4;28-Oct-2025;12;F;26-Nov-2025;4;;N;287;STO;AT;N;;;;;
Conf;01500377582;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;4;N;26-Nov-2025;12;0;0;12;26-Nov-2025;2;F;26-Nov-2025;12;;N;002;DT;AE;N;;;;;
Conf;01500377583;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;4;N;26-Nov-2025;12;0;0;12;26-Nov-2025;2;F;26-Nov-2025;12;;N;002;DT;AE;N;;;;;
Conf;01500377585;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;4;N;04-Dec-2025;60;54;6;0;04-Dec-2025;10;F;04-Dec-2025;6;;Y;287;STO;AT;N;;;;;
Conf;01500377586;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;4;N;04-Dec-2025;60;60;0;0;04-Dec-2025;10;F;04-Dec-2025;0;;N;002;DT;AE;N;;;;;
Conf;01500377588;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;287;STO;AT;4;N;04-Dec-2025;60;60;0;0;04-Dec-2025;10;F;04-Dec-2025;0;;N;287;STO;AT;N;;;;;
Conf;01500377589;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;287;STO;AT;4;N;04-Dec-2025;60;60;0;0;04-Dec-2025;10;F;04-Dec-2025;0;;N;287;STO;AT;N;;;;;
Conf;01500377590;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;287;STO;AT;4;N;04-Dec-2025;60;60;0;0;04-Dec-2025;10;F;04-Dec-2025;0;;N;287;STO;AT;N;;;;;
Conf;01500377591;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;287;STO;AT;4;N;04-Dec-2025;60;60;0;0;04-Dec-2025;10;F;04-Dec-2025;0;;N;287;STO;AT;N;;;;;
Conf;01500377592;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;287;STO;AT;4;N;04-Dec-2025;60;60;0;0;04-Dec-2025;10;F;04-Dec-2025;0;;N;287;STO;AT;N;;;;;
Conf;01500377593;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;287;STO;AT;4;N;04-Dec-2025;60;60;0;0;04-Dec-2025;10;F;04-Dec-2025;0;;N;287;STO;AT;N;;;;;
Conf;01500377594;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;287;STO;AT;4;N;04-Dec-2025;60;60;0;0;04-Dec-2025;10;F;04-Dec-2025;0;;N;287;STO;AT;N;;;;;
Conf;01500377595;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;287;STO;AT;4;N;04-Dec-2025;6;6;0;0;04-Dec-2025;1;F;04-Dec-2025;0;;N;287;STO;AT;N;;;;S;
Conf;01500377595;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;287;STO;AT;4;N;04-Dec-2025;54;48;6;0;04-Dec-2025;9;F;04-Dec-2025;6;;N;287;STO;AT;N;;;;;
Conf;01500377597;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;4;N;04-Dec-2025;60;60;0;0;04-Dec-2025;10;F;04-Dec-2025;0;;N;002;DT;AE;N;;;;;
Conf;01591145313;80426725;GYMNOCALYCIUM potted plant 4 " grafted cactus NA;004;STO;CA;3;N;24-Mar-2025;36;0;0;36;24-Mar-2025;3;E;;36;;N;004;STO;CA;N;;;;;
Conf;01591145314;20197227;HIMALAYAMIX pottd plnt 4 " assplantswithfoliage NA;004;STO;CA;3;N;24-Mar-2025;72;0;0;72;24-Mar-2025;6;E;;72;;N;004;STO;CA;N;;;;;
Conf;01591145315;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;3;N;24-Mar-2025;12;0;0;12;24-Mar-2025;3;E;;12;;N;004;STO;CA;N;;;;;
Conf;01591145316;40399173;PACHIRA AQUATICA potted plant 5" Guineachestnut NA;004;STO;CA;3;N;24-Mar-2025;20;0;0;20;24-Mar-2025;2;E;;20;;N;004;STO;CA;N;;;;;
Conf;01591145318;40493712;PHALAENOPSIS ptd plant 4 ¾ " Orchid/2-stem ass NA;004;STO;CA;3;N;24-Mar-2025;24;0;0;24;24-Mar-2025;2;E;;24;;N;004;STO;CA;N;;;;;
Conf;01591145319;20593109;SAINTPAULIA N potted plant 4 " Afr violet 4-20 CA;004;STO;CA;5;N;24-Mar-2025;15;0;0;15;24-Mar-2025;1;E;;15;;N;004;STO;CA;N;;;;;
Conf;01591145320;00197902;SPATHIPHYLLUM potted plant 6" Peace lily NA;004;STO;CA;3;N;24-Mar-2025;18;0;0;18;24-Mar-2025;3;E;;18;;Y;064;STO;US;N;;;;;
Conf;01591145321;00483324;SUCCULENT pttd plnt w pot 2 ½ " ass/Succulent CA;004;STO;CA;3;N;24-Mar-2025;32;0;0;32;24-Mar-2025;2;E;;32;;N;004;STO;CA;N;;;;;
Conf;01591145322;10069107;ZAMIOCULCAS potted plant 6" Aroid palm NA;004;STO;CA;3;N;24-Mar-2025;36;0;0;36;24-Mar-2025;6;E;;36;;N;004;STO;CA;N;;;;;
Conf;01591145323;20282758;ALOE VERA N potted plant 4 " Aloe NA;039;STO;CA;3;N;24-Mar-2025;36;0;0;36;24-Mar-2025;3;E;;36;;N;039;STO;CA;N;;;;;
Conf;01591145324;10120064;BEAUCARNEA potted plant 6" Elephant's foot NA;039;STO;CA;3;N;24-Mar-2025;14;0;0;14;24-Mar-2025;2;E;;14;;N;039;STO;CA;N;;;;;
Conf;01591145325;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;039;STO;CA;3;N;24-Mar-2025;24;0;0;24;24-Mar-2025;3;E;;24;;N;039;STO;CA;N;;;;;
Conf;01591145326;70120061;CHAMAEDOREA ELEGANS potted plant 6" Parlourpalm NA;039;STO;CA;3;N;24-Mar-2025;18;0;0;18;24-Mar-2025;3;E;;18;;N;039;STO;CA;N;;;;;
Conf;01591145327;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;039;STO;CA;5;N;24-Mar-2025;18;0;0;18;24-Mar-2025;3;E;;18;;N;039;STO;CA;N;;;;;
Conf;01591145328;30063595;DRACAENA plant 45 Lucky bamboo NA;039;STO;CA;3;N;24-Mar-2025;90;0;0;90;24-Mar-2025;2;E;;90;;N;039;STO;CA;N;;;;;
Conf;01591145329;90105781;DRACAENA plant 45 Lucky bamboo/spiral NA;039;STO;CA;3;N;24-Mar-2025;45;0;0;45;24-Mar-2025;1;E;;45;;N;039;STO;CA;N;;;;;
Conf;01591145330;80305361;EPIPREMNUM potted plant 6" Golden Pothos NA;039;STO;CA;3;N;24-Mar-2025;18;0;0;18;24-Mar-2025;3;E;;18;;N;039;STO;CA;N;;;;;
Conf;01591145331;60452659;FICUS pttd plnt w pot 14 bonsai/asst col CA;039;STO;CA;3;N;24-Mar-2025;12;0;0;12;24-Mar-2025;2;E;;12;;N;039;STO;CA;N;;;;;
Conf;01591145332;50452674;FICUS pttd plnt w pot 22 bonsai/asst col CA;039;STO;CA;3;N;24-Mar-2025;10;0;0;10;24-Mar-2025;5;E;;10;;N;039;STO;CA;N;;;;;
Conf;01591145333;80426725;GYMNOCALYCIUM potted plant 4 " grafted cactus NA;039;STO;CA;3;N;24-Mar-2025;36;0;0;36;24-Mar-2025;3;E;;36;;N;039;STO;CA;N;;;;;
Conf;01591145334;20197227;HIMALAYAMIX pottd plnt 4 " assplantswithfoliage NA;039;STO;CA;3;N;24-Mar-2025;144;0;0;144;24-Mar-2025;12;E;;144;;N;039;STO;CA;N;;;;;
Conf;01591145335;40282757;KALANCHOE potted plant 4 ½" Flaming Katy/asstco NA;039;STO;CA;5;N;24-Mar-2025;30;0;0;30;24-Mar-2025;2;E;;30;;N;039;STO;CA;N;;;;;
Conf;01591145336;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;039;STO;CA;3;N;24-Mar-2025;12;0;0;12;24-Mar-2025;3;E;;12;;N;039;STO;CA;N;;;;;
Conf;01591145337;40399173;PACHIRA AQUATICA potted plant 5" Guineachestnut NA;039;STO;CA;3;N;24-Mar-2025;20;0;0;20;24-Mar-2025;2;E;;20;;N;039;STO;CA;N;;;;;
Conf;01591145338;80493673;PALMMIX potted plant 9 ½ " assorted NA;039;STO;CA;3;N;24-Mar-2025;12;0;0;12;24-Mar-2025;3;E;;12;;N;039;STO;CA;N;;;;;
