"STATUS";"Order";"Art No";"Description";"Rcv";"Rcv Type";"RcvCty";"SL";"Act Order";"Plan Date";"TotOrd";"TotBal";"TotDsp";"TotBook";"Orig Date";"L";"T";"Rcvd Date";"Tot Csm Qty";"Order2";"Transit";"EndRcv";"EndRcvType";"EndRcvCty";"ITMOrdPlan";"LatestStockAvailDate";"StockAvailDate";"VmrOrdRefNo";"DelInd";"OrdSrc"
Conf;7500000211;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;08-Jan-2026;24;12;0;12;08-Jan-2026;2;ZNB;13-Jan-2026;12;;N;002;DT;AE;N;;;;;00
Conf;7500000212;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;08-Jan-2026;12;12;0;0;08-Jan-2026;1;ZNB;13-Jan-2026;0;;N;002;DT;AE;N;;;;;01
Conf;7500000225;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;002;DT;AE;9;N;30-Mar-2026;20;20;0;0;13-Jan-2026;2;ZNB;13-Jan-2026;0;;N;002;DT;AE;N;;;;;01
Conf;7500000227;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;002;DT;AE;9;N;13-Jan-2026;16;8;8;0;13-Jan-2026;2;ZNB;13-Jan-2026;8;;N;002;DT;AE;N;;;;;01
Conf;7500000228;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;002;DT;AE;9;N;13-Jan-2026;24;24;0;0;13-Jan-2026;2;ZNB;13-Jan-2026;0;;N;002;DT;AE;N;;;;;01
Conf;7500000229;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;002;DT;AE;9;N;13-Jan-2026;20;20;0;0;13-Jan-2026;2;ZNB;13-Jan-2026;0;;N;002;DT;AE;N;;;;;01
Conf;7500000230;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;002;DT;AE;9;N;13-Jan-2026;32;32;0;0;13-Jan-2026;2;ZNB;13-Jan-2026;0;;N;002;DT;AE;N;;;;;01
Conf;7500000251;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;002;DT;AE;9;N;21-Jan-2026;24;24;0;0;21-Jan-2026;1;ZVMR;21-Jan-2026;0;;N;002;DT;AE;N;;;11120789503;;01
Conf;7500000252;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;002;DT;AE;9;N;21-Jan-2026;16;16;0;0;21-Jan-2026;2;ZNB;21-Jan-2026;0;;N;002;DT;AE;N;;;;;01
Conf;7500000254;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;9;N;13-Jan-2026;24;24;0;0;13-Jan-2026;1;ZVMR;12-Feb-2026;0;;N;004;STO;CA;N;;;11120789504;;01
Conf;7500000256;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;9;N;13-Jan-2026;24;24;0;0;13-Jan-2026;1;ZVMR;12-Feb-2026;0;;N;004;STO;CA;N;;;11120789505;;01
Conf;7500000257;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;9;N;13-Jan-2026;48;48;0;0;13-Jan-2026;2;ZVMR;12-Feb-2026;0;;N;004;STO;CA;N;;;11120789507;;01
Conf;7500000259;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;9;N;13-Jan-2026;24;24;0;0;13-Jan-2026;1;ZNB;12-Feb-2026;0;;N;004;STO;CA;N;;;;S;01
Conf;7600000130;20347547;;404;STO;NL;9;N;25-Nov-2025;12;12;0;0;25-Nov-2025;1;ZVMR;09-Feb-2026;0;;N;404;STO;NL;N;;;11120789503;S;ISOM
Conf;7600000130;60347550;;404;STO;NL;9;N;28-Jul-2025;12;12;0;0;28-Jul-2025;1;ZVMR;09-Feb-2026;0;;N;404;STO;NL;N;;;11120789503;S;ISOM
Conf;7600000132;20347547;;404;STO;NL;9;N;25-Nov-2025;12;12;0;0;25-Nov-2025;1;ZVMR;09-Feb-2026;0;;N;404;STO;NL;N;;;11120789505;;ISOM
Conf;7600000132;60347550;;404;STO;NL;9;N;28-Jul-2025;12;12;0;0;28-Jul-2025;1;ZVMR;09-Feb-2026;0;;N;404;STO;NL;N;;;11120789505;;ISOM
Conf;7600000133;20347547;;404;STO;NL;9;N;28-Apr-2026;12;12;0;0;25-Nov-2025;1;ZNB;09-Feb-2026;0;;N;404;STO;NL;N;;;;;ISOM
Conf;7600000137;20347547;;404;STO;NL;9;N;25-Nov-2025;12;12;0;0;25-Nov-2025;1;ZVMR;10-Feb-2026;0;;N;404;STO;NL;N;;;11120789503;;ISOM
Conf;7600000137;60347550;;404;STO;NL;9;N;28-Jul-2025;12;12;0;0;28-Jul-2025;1;ZVMR;10-Feb-2026;0;;N;404;STO;NL;N;;;11120789503;S;ISOM
Conf;7600000139;20347547;;404;STO;NL;9;N;25-Nov-2025;12;12;0;0;25-Nov-2025;1;ZVMR;10-Feb-2026;0;;N;404;STO;NL;N;;;11120789503;;ISOM
Conf;7600000139;60347550;;404;STO;NL;9;N;28-Jul-2025;12;12;0;0;28-Jul-2025;1;ZVMR;10-Feb-2026;0;;N;404;STO;NL;N;;;11120789503;;ISOM
Conf;7600000148;60347550;;404;STO;NL;9;N;28-Jul-2025;12;12;0;0;28-Jul-2025;1;ZVMR;12-Feb-2026;0;;N;404;STO;NL;N;;;11120789503;;ISOM
Conf;7600000167;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;9;N;13-Jan-2026;48;48;0;0;13-Jan-2026;2;ZVMR;12-Feb-2026;0;;N;004;STO;CA;N;;;11120789511;S;01
Conf;7600000168;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;9;N;13-Jan-2026;24;24;0;0;13-Jan-2026;1;ZVMR;12-Feb-2026;0;;N;004;STO;CA;N;;;11120789511;S;01
Conf;7600000168;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;9;N;13-Jan-2026;24;24;0;0;13-Jan-2026;1;ZVMR;12-Feb-2026;0;;N;004;STO;CA;N;;;11120789511;;01
Conf;7600000170;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;9;N;13-Jan-2026;24;24;0;0;13-Jan-2026;1;ZVMR;12-Feb-2026;0;;N;004;STO;CA;N;;;11120789513;;01
Conf;7600000172;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;9;N;13-Jan-2026;48;48;0;0;13-Jan-2026;2;ZVMR;12-Feb-2026;0;;N;004;STO;CA;N;;;11120789514;;01
Conf;7600000173;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;9;N;13-Jan-2026;24;24;0;0;13-Jan-2026;1;ZVMR;12-Feb-2026;0;;N;004;STO;CA;N;;;11120789515;S;01
Conf;7600000272;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;13-Jan-2026;48;48;0;0;13-Jan-2026;2;ZVMR;17-Feb-2026;0;;N;004;STO;CA;N;;;23231789504;;01
Conf;7600000275;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;13-Jan-2026;24;24;0;0;13-Jan-2026;1;ZVMR;17-Feb-2026;0;;N;004;STO;CA;N;;;23231789506;;01
Conf;7600000277;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;13-Jan-2026;24;24;0;0;13-Jan-2026;1;ZNB;17-Feb-2026;0;;N;004;STO;CA;N;;;;;01
Conf;7600000282;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;13-Jan-2026;24;24;0;0;13-Jan-2026;1;ZVMR;19-Feb-2026;0;;N;004;STO;CA;N;;;23231789513;S;01
Conf;7600000283;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;13-Jan-2026;48;48;0;0;13-Jan-2026;2;ZVMR;19-Feb-2026;0;;N;004;STO;CA;N;;;23231789514;;01
Conf;7600000291;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;13-Jan-2026;24;24;0;0;13-Jan-2026;1;ZVMR;23-Feb-2026;0;;N;004;STO;CA;N;;;23231789520;S;01
Conf;7600000299;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;13-Jan-2026;24;24;0;0;13-Jan-2026;1;ZNB;23-Feb-2026;0;;N;004;STO;CA;N;;;;;01
Conf;7600000301;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;13-Jan-2026;48;48;0;0;13-Jan-2026;2;ZNB;23-Feb-2026;0;;N;004;STO;CA;N;;;;;01
Conf;7600000302;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;12-Mar-2026;24;24;0;0;12-Mar-2026;1;ZVMR;12-Mar-2026;0;;N;004;STO;CA;N;;;23231789525;;01
Conf;7600000303;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;12-Feb-2026;24;24;0;0;12-Feb-2026;1;ZVMR;12-Mar-2026;0;;N;004;STO;CA;N;;;23231789525;;01
Conf;7600000303;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;12-Mar-2026;24;24;0;0;12-Mar-2026;1;ZVMR;12-Mar-2026;0;;N;004;STO;CA;N;;;23231789525;;01
Conf;7600000307;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;12-Mar-2026;48;24;24;0;12-Mar-2026;2;ZVMR;12-Mar-2026;24;;N;004;STO;CA;N;;;232310000444;;01
Conf;7600000311;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;12-Mar-2026;48;24;24;0;12-Mar-2026;2;ZVMR;12-Mar-2026;24;;N;004;STO;CA;N;;;232310000444;;01
Conf;7600000315;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;30-Mar-2026;8;8;0;0;12-Mar-2026;2;ZNB;12-Mar-2026;0;;N;004;STO;CA;N;;;;;01
Conf;7600000333;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;18-Mar-2026;48;48;0;0;18-Mar-2026;2;ZNB;18-Mar-2026;0;;N;004;STO;CA;N;;;;;01
ReConf;010000000020;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;001;DT;SE;1;N;20-Jun-2025;6;0;0;6;20-Jun-2025;1;ZVMR;18-Jun-2025;6;;N;001;DT;SE;N;;;232310000020;;OFP
ReConf;012330000014;10069107;ZAMIOCULCAS potted plant 6" Aroid palm NA;001;DT;SE;1;N;20-Jun-2025;200;0;0;200;20-Jun-2025;2;ZVMR;18-Jun-2025;200;;N;001;DT;SE;N;;;2322;;OFP
ReConf;01500377579;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;287;STO;AT;4;N;30-Mar-2026;54;36;0;18;27-Oct-2025;9;F;26-Nov-2025;18;;N;287;STO;AT;N;;;;;
ReConf;01500377580;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;001;CDC;DE;4;N;27-Oct-2025;80;50;0;30;27-Oct-2025;14;F;26-Nov-2025;30;;N;001;CDC;DE;N;;;;;
ReConf;01500377587;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;4;N;04-Dec-2025;60;30;30;0;04-Dec-2025;10;F;04-Dec-2025;30;;N;002;DT;AE;N;;;;;
ReConf;01500377596;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;4;N;04-Dec-2025;54;30;12;12;04-Dec-2025;9;F;04-Dec-2025;24;;N;002;DT;AE;N;;;;;
ReConf;01500377598;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;3;N;04-Dec-2025;6;6;0;0;04-Dec-2025;1;J;04-Dec-2025;0;;N;002;DT;AE;N;;;;;BTPx
ReConf;01500377599;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;3;N;04-Dec-2025;6;6;0;0;04-Dec-2025;1;J;04-Dec-2025;0;;N;002;DT;AE;N;;;;;
ReConf;01500377599;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;4;N;04-Dec-2025;48;12;30;6;04-Dec-2025;8;J;04-Dec-2025;36;;Y;287;STO;AT;N;;;;;
ReConf;01591145304;20282758;ALOE VERA N potted plant 4 " Aloe NA;004;STO;CA;3;N;26-May-2025;72;0;0;72;24-Mar-2025;6;E;;72;;N;004;STO;CA;N;;;;;
ReConf;01591145305;10120064;BEAUCARNEA potted plant 6" Elephant's foot NA;004;STO;CA;3;N;24-Mar-2025;14;0;0;14;24-Mar-2025;2;E;;14;;N;004;STO;CA;N;;;;;
ReConf;01591145306;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;004;STO;CA;3;N;24-Mar-2025;48;0;0;48;24-Mar-2025;6;E;;48;;Y;064;STO;US;N;;;;;
ReConf;01591145307;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;004;STO;CA;5;N;27-May-2025;36;0;0;36;24-Mar-2025;6;E;;36;;N;004;STO;CA;N;;;;;
ReConf;01591145308;30063595;DRACAENA plant 45 Lucky bamboo NA;004;STO;CA;3;N;24-Mar-2025;45;0;0;45;24-Mar-2025;1;E;;45;;N;004;STO;CA;N;;;;;
ReConf;01591145309;90105781;DRACAENA plant 45 Lucky bamboo/spiral NA;004;STO;CA;3;N;24-Mar-2025;45;0;0;45;24-Mar-2025;1;E;;45;;N;004;STO;CA;N;;;;;
ReConf;01591145310;80305361;EPIPREMNUM potted plant 6" Golden Pothos NA;004;STO;CA;3;N;24-Mar-2025;54;0;0;54;24-Mar-2025;9;E;;54;;N;004;STO;CA;N;;;;;
ReConf;01591145312;50452674;FICUS pttd plnt w pot 22 bonsai/asst col CA;004;STO;CA;3;N;24-Jul-2025;20;0;0;20;24-Mar-2025;10;E;;20;;N;004;STO;CA;N;;;;;
ReConf;01591145317;80493673;PALMMIX potted plant 9 ½ " assorted NA;004;STO;CA;3;N;24-Mar-2025;12;0;0;12;24-Mar-2025;3;E;;12;;Y;145;STO;US;N;;;;;
ReConf;01591145446;70120061;CHAMAEDOREA ELEGANS potted plant 6" Parlourpalm NA;659;STO;CA;3;N;31-Jan-2026;18;18;0;0;24-Mar-2025;3;E;;0;;N;659;STO;CA;N;;;;;
ReConf;110000000099;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;1;N;20-Jun-2025;8;0;0;8;20-Jun-2025;2;ZVMR;20-Jun-2025;8;;N;004;STO;CA;N;;;232310000032;;OFP
ReConf;110000000100;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;1;N;20-Jun-2025;8;8;0;0;20-Jun-2025;2;ZVMR;20-Jun-2025;0;;N;004;STO;CA;;;;232310000033;;OFP
ReConf;110000000101;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;1;N;20-Jun-2025;8;8;0;0;20-Jun-2025;2;ZVMR;20-Jun-2025;0;;N;004;STO;CA;;;;232310000033;;OFP
ReConf;110000000102;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;1;N;20-Jun-2025;8;8;0;0;20-Jun-2025;2;ZVMR;23-Jun-2025;0;;N;004;STO;CA;;;;232310000041;;OFP
ReConf;110000000103;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;1;N;24-Jun-2025;8;0;0;8;20-Jun-2025;2;ZVMR;23-Jun-2025;8;;N;004;STO;CA;N;;;232310000042;;OFP
ReConf;110000000104;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;1;N;25-Jun-2025;8;8;0;0;24-Jun-2025;2;ZVMR;24-Jun-2025;0;;N;004;STO;CA;;;;232310000043;;OFP
ReConf;2300000030;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;01-Aug-2025;12;0;0;12;01-Aug-2025;1;ZVMR;01-Aug-2025;12;;N;004;STO;CA;N;;;232310000225;;DSP
ReConf;2300000031;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;01-Aug-2025;12;0;0;12;01-Aug-2025;1;ZVMR;01-Aug-2025;12;;N;004;STO;CA;N;;;232310000226;;DSP
ReConf;2300000032;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;01-Aug-2025;12;0;0;12;01-Aug-2025;1;ZVMR;01-Aug-2025;12;;N;004;STO;CA;N;;;232310000227;;DSP
ReConf;2300000035;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;05-Aug-2025;12;0;0;12;05-Aug-2025;1;ZVMR;05-Aug-2025;12;;N;004;STO;CA;N;;;232310000263;;DSP
ReConf;2300000036;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;30-Mar-2026;12;0;0;12;05-Aug-2025;1;ZVMR;05-Aug-2025;12;;N;004;STO;CA;N;;;232310000262;;DSP
ReConf;2300000042;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;05-Aug-2025;12;0;0;12;05-Aug-2025;1;ZVMR;05-Aug-2025;12;;N;004;STO;CA;N;;;232310000255;;DSP
ReConf;2300000043;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;06-Aug-2025;12;0;0;12;05-Aug-2025;1;ZVMR;05-Aug-2025;12;;N;004;STO;CA;N;;;232310000254;;DSP
ReConf;2300000666;10299820;;025;DT;MY;9;N;22-Jul-2025;12;12;0;0;18-Jul-2025;1;ZVMR;18-Jul-2025;0;;N;025;DT;MY;N;;;;;DSP
ReConf;2300005091;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;18-Mar-2026;24;0;0;24;31-Jul-2025;2;ZVMR;01-Aug-2025;24;;N;004;STO;CA;N;;;232310000217;;DSP
ReConf;2300005094;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;05-Aug-2025;12;0;0;12;31-Jul-2025;1;ZVMR;05-Aug-2025;12;;N;004;STO;CA;N;;;232310000217;;DSP
ReConf;2300005097;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;13-Mar-2026;24;0;12;12;31-Jul-2025;2;ZVMR;05-Aug-2025;24;;N;004;STO;CA;N;;;232310000217;;DSP
ReConf;232310000008;00287040;BROMELIACEAE potted plant 4 ½ " Bromeliad NA;040;STO;CA;1;N;17-Jun-2025;10;0;0;10;17-Jun-2025;1;ZVMR;17-Jun-2025;10;;N;040;STO;CA;N;;;232310000008;;OFP
ReConf;232310000011;00287040;BROMELIACEAE potted plant 4 ½ " Bromeliad NA;040;STO;CA;1;N;17-Jun-2025;10;10;0;0;17-Jun-2025;1;E;17-Jun-2025;0;;N;040;STO;CA;;;;232310000011;;OFP
ReConf;232310000013;10069107;ZAMIOCULCAS potted plant 6" Aroid palm NA;001;DT;SE;1;N;17-Jun-2025;200;0;0;200;17-Jun-2025;2;ZVMR;17-Jun-2025;200;;N;001;DT;SE;N;;;232310000013;;OFP
ReConf;7200000001;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;2;N;01-Jul-2025;4;4;0;4;07-Aug-2025;1;ZNB;02-Jul-2025;0;;N;004;STO;CA;N;;;232310000001;;DSP
ReConf;7200000001;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;2;N;18-Jul-2025;4;0;0;4;01-Jul-2025;1;ZVMR;02-Jul-2025;4;;N;004;STO;CA;N;;;232310000001;;DSP
ReConf;7200000055;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;2;N;27-Jun-2025;4;0;0;4;27-Jun-2025;1;ZVMR;27-Jun-2025;4;;N;004;STO;CA;N;;;232310000064;;DSP
ReConf;7200000055;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;2;N;17-Jul-2025;4;0;0;4;27-Jun-2025;1;ZVMR;27-Jun-2025;4;;N;004;STO;CA;N;;;232310000064;;DSP
ReConf;7200000059;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;2;N;30-Jun-2025;4;4;0;0;30-Jun-2025;1;ZVMR;30-Jun-2025;0;;N;004;STO;CA;;;;232310000068;;DSP
ReConf;7200000065;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;2;N;03-Jul-2025;8;8;0;0;01-Jul-2025;2;ZVMR;02-Jul-2025;0;;N;004;STO;CA;;;;232310000077;;DSP
ReConf;7200000073;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;2;N;22-Jul-2025;8;0;0;8;07-Jul-2025;2;ZNB;07-Jul-2025;8;;N;004;STO;CA;N;;;232310000089;;DSP
ReConf;7200000103;10299820;;004;STO;CA;9;N;20-Jun-2025;2;2;0;0;20-Jun-2025;1;ZNB;10-Jul-2025;0;;N;004;STO;CA;N;;;;;DSP
ReConf;7200000103;10299820;;004;STO;CA;9;N;17-Jul-2025;7;7;0;0;20-Jun-2025;2;ZNB;10-Jul-2025;0;;N;004;STO;CA;N;;;;;DSP
ReConf;7200000193;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;11-Jul-2025;12;0;0;12;20-Jun-2025;1;ZNB;11-Jul-2025;12;;N;004;STO;CA;N;;;;;DSP
ReConf;7200000203;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;012;STO;SE;9;N;11-Jul-2025;24;12;0;12;11-Jul-2025;2;ZNB;11-Jul-2025;12;;Y;004;STO;CA;N;;;;;DSP
ReConf;7200000213;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;20-Jun-2025;12;0;2;10;20-Jun-2025;2;ZNB;11-Jul-2025;12;;N;004;STO;CA;N;;;;;DSP
ReConf;7200000213;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;11-Jul-2025;12;0;0;12;20-Jun-2025;1;ZNB;11-Jul-2025;12;;N;004;STO;CA;N;;;;;DSP
ReConf;7200000214;10299820;;025;DT;MY;9;N;20-Jun-2025;12;12;0;0;20-Jun-2025;1;ZVMR;15-Jul-2025;0;;N;025;DT;MY;N;;;191130484;;DSP
ReConf;7200000305;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;DT;;9;N;21-Jul-2025;20;20;0;0;21-Jul-2025;2;ZVMR;21-Jul-2025;0;;N;004;DT;;N;;;232310000184;;DSP
ReConf;7200000322;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;DT;;9;N;21-Jul-2025;12;0;0;12;21-Jul-2025;1;ZNB;21-Jul-2025;12;;N;004;DT;;N;;;NULL;;DSP
ReConf;7200000330;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;DT;;9;N;22-Jul-2025;12;12;0;0;22-Jul-2025;1;ZNB;22-Jul-2025;0;;N;004;DT;;N;;;232310000184;;DSP
ReConf;7200000370;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;DT;;9;N;21-Jul-2025;12;12;0;0;21-Jul-2025;1;ZNB;22-Jul-2025;0;;N;004;DT;;N;;;232310000184;;DSP
ReConf;7200000370;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;DT;;9;N;22-Jul-2025;12;12;0;0;22-Jul-2025;1;ZNB;22-Jul-2025;0;;N;004;DT;;N;;;232310000184;;DSP
ReConf;7200000823;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;25-Jul-2025;12;0;0;12;25-Jul-2025;1;ZNB;25-Jul-2025;12;;Y;004;DT;;N;;; ;;DSP
ReConf;7400000199;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;24-Nov-2025;6;0;0;6;29-Oct-2025;1;ZNB;24-Nov-2025;6;;Y;004;DT;;N;;;;;DSP
ReConf;7500000131;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;28-Jul-2025;6;0;0;6;28-Jul-2025;1;ZNB;26-Nov-2025;6;;N;002;DT;AE;N;;;;;ISOM
ReConf;7500000131;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;25-Nov-2025;12;0;0;12;25-Nov-2025;1;ZNB;26-Nov-2025;12;;N;002;DT;AE;N;;;;;ISOM
ReConf;7500000135;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;26-Nov-2025;24;0;0;24;26-Nov-2025;2;ZNB;26-Nov-2025;24;;N;002;DT;AE;N;;;;;ISOM
ReConf;7500000142;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;28-Nov-2025;12;12;0;0;27-Nov-2025;1;ZNB;28-Nov-2025;0;;N;002;DT;AE;N;;;;;ISOM
ReConf;7500000143;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;01-Dec-2025;12;0;0;12;01-Dec-2025;1;ZNB;01-Dec-2025;12;;N;002;DT;AE;N;;;;;ISOM
ReConf;7500000143;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;01-Dec-2025;12;0;0;12;01-Dec-2025;1;ZNB;01-Dec-2025;12;;N;002;DT;AE;N;;;;;ISOM
ReConf;7500000161;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;01-Dec-2025;12;2;0;10;01-Dec-2025;2;ZNB;04-Dec-2025;10;;N;002;DT;AE;N;;;;;ISOM
ReConf;7500000208;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;08-Jan-2026;12;0;0;12;08-Jan-2026;1;ZNB;13-Jan-2026;12;;N;002;DT;AE;N;;;;;00
ReConf;7500000253;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;002;DT;AE;9;N;12-May-2026;16;16;0;0;21-Jan-2026;2;ZVMR;21-Jan-2026;0;;N;002;DT;AE;N;;;11120789503;S;01
ReConf;7600000000;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;002;DT;AE;9;N;31-Jan-2026;12;12;0;0;01-Dec-2025;1;ZNB;20-Jan-2026;0;;N;002;DT;AE;N;;;;;ISOM
ReConf;7600000000;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;002;DT;AE;9;N;31-Jan-2026;12;12;0;0;01-Dec-2025;1;ZNB;20-Jan-2026;0;;N;002;DT;AE;N;;;;;ISOM
ReConf;7600000276;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;13-Jan-2026;24;24;0;0;13-Jan-2026;1;ZNB;17-Feb-2026;0;;N;004;STO;CA;N;;;;;01
ReConf;7600000280;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;004;STO;CA;9;N;20-Feb-2026;24;0;0;24;13-Jan-2026;1;ZVMR;19-Feb-2026;24;;N;004;STO;CA;N;;;23231789511;;01
